,logFC,AveExpr,t,P.Value,adj.P.Val,B
ABCC3,2.14066722331657,5.71217182560955,11.5078679954505,1.45598683777067e-27,4.75945381278578e-26,51.5744326591659
KCNN4,2.55710757608465,4.77406609569384,11.5029856291289,1.52370441595345e-27,4.97529589293431e-26,51.5293617063711
HSPB7,-1.39091247508159,2.13021153521741,-11.5009386288059,1.55301945006689e-27,5.06540455716891e-26,51.5104685253547
SLC51B,-1.93797398593736,2.35266142718164,-11.5002157531927,1.56350517922872e-27,5.09678474852778e-26,51.5037970931982
IL1RL2,1.32815771796953,2.00174332381463,11.4930296877833,1.67164906111155e-27,5.44329571070678e-26,51.4374905823527
ZBTB47,-1.05531931908553,3.63383594734439,-11.4828076878163,1.83841464045185e-27,5.97641930937402e-26,51.3432145078207
PAQR5,-1.6444051618898,2.73791117035732,-11.4762149567275,1.95464319940114e-27,6.34725955296442e-26,51.2824376700194
SH3BGRL,-1.02014872212467,7.14827865817591,-11.464105049979,2.18750153812162e-27,7.09950251397643e-26,51.1708545130205
LAMC3,-1.68313489077444,2.85447218530932,-11.463889373487,2.19188948730076e-27,7.10982843161983e-26,51.1688678744341
PUS7,1.06486619337698,3.89039377013376,11.453299723596,2.41845209153704e-27,7.83179831708845e-26,51.0713524761845
PYCR3,1.16339711614152,4.27787466196677,11.4493937074758,2.50777459473216e-27,8.11659632423527e-26,51.0353975414327
CD302,-1.55571061989211,3.57770566506099,-11.4469511731631,2.56528955676291e-27,8.29819077368236e-26,51.0129177704912
ST6GALNAC2,-1.69294340183776,2.72647878554575,-11.4358350317937,2.84406183908708e-27,9.18987481755012e-26,50.9106476798989
GADD45B,-1.54741578013231,6.37980514938856,-11.4290712422455,3.02821851381849e-27,9.7742137331563e-26,50.8484494740966
ADAMTS14,1.44641427809579,2.0139260926597,11.422734986053,3.21147342407454e-27,1.03430503097325e-25,50.7902031178101
INSYN1,-1.13957540690455,0.95992192858444,-11.4223576560002,3.22272787089791e-27,1.03736283590924e-25,50.786735113704
ABLIM3,-1.64619018689691,2.94071813471937,-11.4200527507714,3.29233169118833e-27,1.05803405242779e-25,50.7655524695531
GPRIN2,-2.04675002526109,3.61423014089576,-11.4112763263859,3.57131991957873e-27,1.14581629515586e-25,50.6849188595247
MIR3677,-2.16384456228119,2.23800617534556,-11.4089751062858,3.6482828464404e-27,1.16860051306252e-25,50.6637826078455
FOXP3,1.37110610227849,2.6337430417272,11.4043827772033,3.806834284018e-27,1.21740205660039e-25,50.6216107562686
MSMO1,-1.1510702281939,6.38503329245232,-11.4039768821629,3.82117317952545e-27,1.22132486363813e-25,50.6178838774168
KNL1,1.29541251602726,1.76094237859319,11.4012699127483,3.91818428378606e-27,1.25165282015058e-25,50.593030886736
FLT4,-1.2762304438795,2.9429520715353,-11.4010578770907,3.92588574168024e-27,1.25343366112215e-25,50.5910843157973
MIS18A,1.08111275614382,4.38785828857477,11.3957596606308,4.12328882738342e-27,1.31574659939537e-25,50.542451785227
SFTPD,-3.76520056743067,7.74039680674475,-11.3927746672347,4.23881946128557e-27,1.35188063533143e-25,50.5150585049009
BMP2,-2.08717974323815,4.12707213606445,-11.3912366399474,4.29959770582012e-27,1.37052292907315e-25,50.500945744062
MSI2,1.01924077488952,3.50367167917236,11.3839186891454,4.60086300040243e-27,1.46417744879978e-25,50.4338130430296
AL590113.1,-1.07350026460841,1.09736286039178,-11.3827909779713,4.64911902242447e-27,1.47873597918863e-25,50.423470104666
KMO,-1.05790765912208,1.7323706350428,-11.3820430746437,4.68139986024255e-27,1.48820035039361e-25,50.4166109655106
KCTD12,-1.57012975228696,5.84451511891168,-11.3785601485159,4.83468926628548e-27,1.53527433176904e-25,50.3846721367353
AL034397.3,-1.41994114077233,1.77364996500952,-11.3768031859491,4.91389958845456e-27,1.55958758182194e-25,50.3685628617397
MAOB,-1.88341740504419,4.14975251990757,-11.3715354734381,5.15920451843276e-27,1.63656187248326e-25,50.3202732839687
C1QA,-1.90365993381495,8.65469625614644,-11.3682402471719,5.31880688226108e-27,1.68537548401453e-25,50.2900726271153
MYH11,-2.17982987053057,3.97603204069851,-11.3676414490045,5.34833199295995e-27,1.69382047824327e-25,50.2845852346605
MS4A14,-1.17251184589675,1.45942580217454,-11.3612020678154,5.67632506264162e-27,1.79480282479599e-25,50.2255858818396
C1orf87,-1.56468451295899,0.817979329181578,-11.3553994411712,5.98897610150283e-27,1.89061742619375e-25,50.1724382126003
ABHD11,1.27517401174807,5.8367691463797,11.3529070356829,6.12847115558838e-27,1.93361794950786e-25,50.1496147799567
SCD5,-1.90528799216585,3.52668713731282,-11.3458959516726,6.53843256686506e-27,2.05855843283062e-25,50.085429442864
FAM83D,1.84020006099265,3.72822829090249,11.3449302125388,6.59699898974562e-27,2.07579920409395e-25,50.0765901658684
TPBG,1.42188542645578,3.98596172320997,11.3432457580444,6.70040225169074e-27,2.10544531922612e-25,50.0611736925779
HRCT1,-1.63702330970979,2.39140780483987,-11.3421143255512,6.77076038979182e-27,2.12602597684364e-25,50.0508193797591
APOL3,-1.48096732838816,4.19154201040051,-11.3342422506015,7.2810435862675e-27,2.28503805584363e-25,49.9787956011347
AP000866.2,-1.30830414798674,1.67578425744361,-11.3334052314753,7.337500621951e-27,2.30153066341963e-25,49.97113929113
ZBTB4,-1.02670647599595,5.85634689619562,-11.3263525264792,7.83082195813323e-27,2.45105143159031e-25,49.9066412003138
PLA2G5,-1.03036733377055,1.75626301501948,-11.3243446976324,7.97720042057227e-27,2.49554266660132e-25,49.8882838085224
GNPNAT1,1.23627740946857,4.74266441091828,11.3223477756245,8.12548166063565e-27,2.5365446934033e-25,49.8700281236
RNU6-415P,-1.34218944592939,2.17047816371989,-11.3219864285941,8.15260476461722e-27,2.54366447653261e-25,49.8667249326396
F12,1.58651913176581,2.25549160421365,11.3197041895584,8.32600396067036e-27,2.59639164779889e-25,49.8458637412207
FANCG,1.02694208115314,3.82228785284764,11.3174187426022,8.50332100096079e-27,2.64888336762488e-25,49.8249758220551
TYROBP,-1.72179355451443,7.83661454322571,-11.3066798631086,9.38808457675451e-27,2.9198676980726e-25,49.7268622598948
SLC12A4,-1.03157611102736,4.30462731795802,-11.3032929638,9.6856744438584e-27,3.00607835898961e-25,49.695930458821
XDH,2.120495475989,2.65717225563908,11.3007328570682,9.91682521475177e-27,3.076199181616e-25,49.6725533630629
CHTF18,1.34991779137546,3.02857325809049,11.2981735546743,1.01533845271541e-26,3.14792307870284e-25,49.6491868762559
PUSL1,1.03104478452495,4.11032670358958,11.2959802675041,1.03605711513629e-26,3.20878267219668e-25,49.6291647142387
CILP2,2.05411648325104,2.48656309454845,11.2824566741478,1.17342033132746e-26,3.62658875132554e-25,49.5057630396016
LIMD1,-1.15661030176994,4.03074582540728,-11.2778556289445,1.22416667219176e-26,3.77946230097633e-25,49.463799697099
GPI,1.02930299214842,6.77536641428661,11.2745268431853,1.2622355247861e-26,3.89495483559389e-25,49.4334464560108
RP11-314C16.1,-1.01632952078887,1.21634231989916,-11.2742909463019,1.26497753403281e-26,3.90137341186947e-25,49.431295661115
DDX12P,1.26130631271785,1.83625674691187,11.2702790602859,1.31252796876635e-26,4.04590865183845e-25,49.3947214645509
PPARG,-1.86413639179342,3.58086292913179,-11.265244713631,1.37471835694468e-26,4.23318445776413e-25,49.3488374363643
CENPM,1.49420498945153,3.55808108959278,11.26286829645,1.40508404965259e-26,4.32443048137985e-25,49.3271827079001
H2BC20P,1.36993707447706,2.8802505731715,11.2627152770371,1.40706201509805e-26,4.32825788339503e-25,49.3257884393958
GYG2,1.68226976609256,3.11694519735656,11.2571414158113,1.48102929592388e-26,4.55341182280446e-25,49.275009024541
CTDSPL,-1.09190664331804,4.8958147814739,-11.2566216163307,1.48812121356826e-26,4.57283045283034e-25,49.2702743009674
SLCO2A1,-1.95409563433629,5.0784327368852,-11.2486205010759,1.60164247368144e-26,4.91910391421765e-25,49.1974112247417
C5orf34,1.20350181611043,2.08409933601217,11.2483681526948,1.60535953789815e-26,4.92795210649173e-25,49.1951137072527
GFPT1,1.037878146095,5.87546350438683,11.2464306769601,1.63418549472678e-26,5.01382741739757e-25,49.1774749338895
BAIAP2L1,1.10579594488787,5.69757114517061,11.2463636191028,1.63519234811323e-26,5.01430627539529e-25,49.1768644730655
ALG1L,2.41286886317517,3.81569725922241,11.2308520776211,1.8854657995935e-26,5.77275757384113e-25,49.0357158890513
SMAD7,-1.08135436508077,4.70779539049199,-11.2288513987162,1.92040257990589e-26,5.87667119701421e-25,49.0175193413905
CST1,3.7084435181325,3.65672476566049,11.2241496553353,2.00506053320475e-26,6.13255099667989e-25,48.974764030316
CELSR3,1.54691408479491,1.85633339416452,11.2204587561009,2.0741082210266e-26,6.34044555658017e-25,48.9412086221163
MZT2A,1.0257637978671,4.16854338989354,11.2166949016468,2.14695506637196e-26,6.55973238475015e-25,48.9069970091949
SFTPA1,-5.01686211471924,9.89879975839956,-11.201668390399,2.46401607607333e-26,7.51289081694825e-25,48.770484410985
LINC01426,1.50105223490908,2.22114063910551,11.1970934671648,2.56948826297317e-26,7.81830145808532e-25,48.7289448297047
TTLL7,-1.33850229661288,1.41588725013152,-11.1835378252035,2.90908516295369e-26,8.82620598394573e-25,48.6059237753726
CENPK,1.33316809832646,2.22382355431412,11.1835139211561,2.90972177997329e-26,8.82620598394573e-25,48.6057069217836
DTL,1.50139209521491,3.10646054310175,11.1831347833148,2.91983758658826e-26,8.8523347571162e-25,48.6022674842265
SEMA4B,1.45301666781307,6.13482615751721,11.1807057060742,2.98548260400625e-26,9.04205414773484e-25,48.5802332664572
AL445524.1,1.84537196411383,3.80292871463481,11.1721649452189,3.22815861504307e-26,9.75198423646378e-25,48.5027835137287
PKIG,-1.30467561944415,5.4721492093172,-11.1659330099104,3.41751253265838e-26,1.03081552533173e-24,48.4462940655484
KCNJ8,-1.55712843625926,3.90453077628525,-11.165454975472,3.4324852092607e-26,1.03480211387932e-24,48.4419617291998
ASGR1,-1.02978793941769,1.88123404189989,-11.1646666728932,3.45731845091656e-26,1.04175580194336e-24,48.4348177438136
AC020663.2,1.05148512858745,1.34026835938041,11.1634666563978,3.49546484283199e-26,1.05271183907426e-24,48.4239432090099
SNX25,-1.39926460236922,4.53047241423126,-11.160592467651,3.58853976828309e-26,1.08019079092476e-24,48.3979003127491
LPXN,-1.1695847837692,4.91792765276575,-11.160235260459,3.60027799509163e-26,1.08317092636401e-24,48.3946639668034
OIP5,1.47739988967281,2.48349369067092,11.1585420490214,3.65644013492485e-26,1.09894578619174e-24,48.3793241199147
HGH1,1.04772108331718,5.12541062922543,11.1396425816459,4.3456158923273e-26,1.30341938657499e-24,48.208200918045
KIF26A,-1.32799624183347,1.47248355803202,-11.1358236110677,4.49982406149267e-26,1.34898591320577e-24,48.1736444898282
AADAC,-2.45027533645881,2.11367487052621,-11.1323246631226,4.64587892996098e-26,1.39135575393313e-24,48.1419903349129
AC080037.2,2.01164463709004,1.97285286381352,11.1306768747034,4.71628441037008e-26,1.41172356819905e-24,48.1270853392267
AQP9,-1.83550689186088,3.38353932032385,-11.1274644210844,4.85660709482359e-26,1.45298837032849e-24,48.0980312069031
NATD1,-1.18789801192188,3.44695414510634,-11.125666651693,4.93693812690951e-26,1.47627224415927e-24,48.0817740796671
KAZN,-1.13522281820456,1.71977605734687,-11.1235267945901,5.03427810666587e-26,1.50461603981072e-24,48.0624256171402
SFTA1P,-3.06523178231751,5.29372193079214,-11.1190324294353,5.2449768884916e-26,1.56600024242106e-24,48.0217954223637
MAFF,-1.17518516624554,4.18608995077819,-11.1126142679707,5.56114561982992e-26,1.65787961831834e-24,47.9637914654103
LINC01150,-1.09600656635022,1.39187278486101,-11.1095771106471,5.71729409735932e-26,1.70270782976333e-24,47.936350559627
C12orf49,-1.12710001625366,5.12110120629958,-11.1089201386735,5.75163989059907e-26,1.71207147410166e-24,47.9304153957288
NFIX,-1.75682077999401,5.11699812840401,-11.1074792043023,5.82769024011449e-26,1.73295866484293e-24,47.917398592134
ABCB6,1.28174878833099,2.40876576696279,11.1060226104948,5.9055828693483e-26,1.75523571938301e-24,47.9042414042512
LINC01836,-1.55519729689745,2.12624885094965,-11.1055887393468,5.92898390177074e-26,1.76130268751292e-24,47.9003225221361
CDC25A,1.32640082105973,1.99518278682833,11.1040171286672,6.01452362557492e-26,1.78491436779524e-24,47.8861279666817
ANKS1A,-1.03365076063163,4.78520116289413,-11.1026678995458,6.08893737756208e-26,1.80608853124687e-24,47.8739429342516
HNF4G,1.74618584587257,2.11026574940057,11.1006896309207,6.19970192759908e-26,1.83709417902883e-24,47.8560786589384
TRGV7,-1.117861431772,1.43718752177952,-11.0961582958997,6.46101932654864e-26,1.91260450561589e-24,47.8151670674183
SLCO2B1,-1.70947335948568,4.66037227861379,-11.0952430423248,6.51511521667945e-26,1.92764990281453e-24,47.8069048861251
P4HA3,1.40429230584631,2.31252262104576,11.082817053089,7.29567497872112e-26,2.15535083657075e-24,47.6947753073345
PTGFR,-1.5240352654301,1.27026814714512,-11.0817017058653,7.3701257173358e-26,2.1762548573564e-24,47.6847145049508
CCND2,-1.44388042391113,4.10776800901525,-11.0761611820416,7.75130423732188e-26,2.28651836406044e-24,47.6347465774552
ALDOA,1.09521163054912,9.20093827190364,11.0729525425796,7.98094675111773e-26,2.3507298331703e-24,47.6058162365428
TPPP,-1.94162431150705,3.21202027135016,-11.0723718722269,8.02322212439775e-26,2.3608812752326e-24,47.6005812504186
RGS22,-1.18827834829625,0.874058122931668,-11.0634697376784,8.69990593541222e-26,2.55483336333496e-24,47.5203464152541
TFR2,1.11567928381983,1.3374582621267,11.0633928279885,8.70599261501363e-26,2.55534757342467e-24,47.5196534061381
CATSPERD,-1.19885223590577,0.592760255384016,-11.0608131461977,8.91262044445581e-26,2.6146939957956e-24,47.4964104594539
GMDS,1.18348391418606,4.25520378314806,11.0582035552839,9.12660285743302e-26,2.67480715669511e-24,47.4729015051336
PRR19,1.03977764419615,1.55497036318142,11.0578250231587,9.15806305325825e-26,2.68269344052154e-24,47.469491722757
C1QB,-1.94004809608646,8.55145965057309,-11.0521852243556,9.63976171557331e-26,2.8223958072154e-24,47.4186976484121
AC005041.3,1.00273246089549,1.59582599382823,11.0506094849894,9.77879086491433e-26,2.86025993050283e-24,47.4045088870384
ALDH2,-1.40077265569512,6.10029421616765,-11.0440448662155,1.03797620695816e-25,3.02852681612376e-24,47.3454114369654
BLACAT1,1.62223996615702,2.18320758695785,11.0407324974377,1.06967913618282e-25,3.11948287621688e-24,47.3156005127685
FER1L4,1.90710200927076,2.14939421291281,11.0379620417078,1.09693309752369e-25,3.1958004400322e-24,47.2906710746209
ATAD2,1.45097802933538,4.08215879944724,11.0358896206365,1.11777043319625e-25,3.254898902753e-24,47.2720253549449
CYP24A1,3.54751255837505,3.8346152469609,11.0326694796998,1.15093073196178e-25,3.34650002369823e-24,47.2430579031259
IL20RA,-1.77462366067467,2.55133374101889,-11.0297672428406,1.18165404502072e-25,3.4341383681179e-24,47.2169547972808
RETREG1,-1.75757714117189,2.97989300451613,-11.0213893657889,1.27499088741779e-25,3.70174447894727e-24,47.1416273898827
STK39,1.31764415196096,5.2673118470548,11.0199307717959,1.29197388027997e-25,3.74920514800299e-24,47.128516534695
NCAPG2,1.35983635649694,3.53673117808328,11.0156469461422,1.34316288349818e-25,3.89200265622495e-24,47.0900168783277
CYS1,-1.97157529294135,2.52144542526959,-11.0137599351676,1.36634620617271e-25,3.95723403928292e-24,47.0730609104752
CCT5,1.12129220229722,6.74761719113565,11.0119420647523,1.38905605356932e-25,4.02103073110357e-24,47.0567279509805
RHOXF1-AS1,-1.87040606486986,1.77799269621194,-11.0103862930321,1.4087892476084e-25,4.07215403018851e-24,47.0427512151186
ESCO2,1.07811491369817,1.36399317931723,11.0100867551392,1.41262040558838e-25,4.08122654238077e-24,47.0400603711862
PACRG,-1.46786359777024,1.1355539251732,-11.0036376167512,1.49766440219351e-25,4.32480864950911e-24,46.982136950078
MCM6,1.27474885784156,5.12109466386884,10.9899513928685,1.69536841323398e-25,4.87660436989675e-24,46.8592842983964
CP,2.86548061530013,6.07674675071111,10.9895260126223,1.70191206379499e-25,4.89303869346094e-24,46.8554674787258
BANCR,-1.98614118589838,1.44109583984922,-10.9835739502338,1.79614955671917e-25,5.15894067124339e-24,46.8020710866713
LINC01765,-1.75814210902767,1.053759460113,-10.9832380189489,1.80162022539868e-25,5.17213311468813e-24,46.7990579690214
TPI1,1.03125006450885,9.09268169549039,10.9776895091317,1.8944111706673e-25,5.43322654874886e-24,46.7492993628256
LY86,-1.62114753805127,4.44491147776438,-10.9608892145338,2.20533185253851e-25,6.315736089646e-24,46.5987329423949
AQP1,-2.66636540935666,7.76787041341973,-10.960040748246,2.22231426545857e-25,6.36128014461376e-24,46.5911327623145
FRAS1,-1.45393391242921,1.6896926580017,-10.9573789750576,2.27643866709382e-25,6.5098855973399e-24,46.5672922191046
BICDL1,1.567847176785,3.33800828954759,10.9563751350149,2.29718914719062e-25,6.56603947415718e-24,46.5583021411881
SFTPA2,-4.79161828798809,10.1754346585719,-10.9555833800911,2.31368809253337e-25,6.60999267075773e-24,46.5512118006239
MROH6,1.8821511163635,4.37901366446301,10.9550481036962,2.32490908530229e-25,6.63883196073384e-24,46.5464184665618
AC010998.3,-1.61577438376763,0.870562648837053,-10.9539803689317,2.34745377329544e-25,6.6999627356168e-24,46.5368574781572
FHL2,1.85013397517541,4.35695609246445,10.9508972124158,2.41377972987669e-25,6.88593173859982e-24,46.5092528013114
GCNT3,2.7658360916575,3.17671536522968,10.9474797260916,2.48947579855183e-25,7.09843853967332e-24,46.4786605162981
GALNT13,-1.52148440405795,1.12411518528633,-10.9463383388772,2.51527892375254e-25,7.16854493269473e-24,46.4684445223454
PCSK9,-2.35607352705799,2.46991747586502,-10.9418472321217,2.61941453731557e-25,7.45811855073937e-24,46.4282534202137
ATAD3A,1.07582656460208,4.61435195370473,10.9416350294019,2.62443951747659e-25,7.46881778276365e-24,46.426354668841
PLK4,1.32200006250829,2.50443715687929,10.9311823502166,2.88418622353867e-25,8.19615080245525e-24,46.3328550125896
MNDA,-1.72737427040892,4.64071972924581,-10.9294049175772,2.93082906439788e-25,8.32067453745097e-24,46.3169614639214
TNS3,-1.19550545127963,5.37815314957848,-10.9264305350118,3.01056436315522e-25,8.54292934211086e-24,46.2903686431102
CD244,-1.06065605624019,1.60970376596269,-10.9257432324689,3.02929357795628e-25,8.59193960046136e-24,46.2842243889988
BCL9,1.18711240720229,4.50773641572023,10.9252508897674,3.04278120661695e-25,8.6260432301871e-24,46.2798231618551
AK1,-1.42032954866235,4.34410040326346,-10.9207432309555,3.1690751234484e-25,8.97544207716491e-24,46.2395334675087
DARS2,1.05177194535515,4.7682015267792,10.9197146235121,3.19861644317925e-25,9.0547577294956e-24,46.2303412046366
CHEK2,1.13769458484138,3.31209955744961,10.9190545444385,3.21771770578424e-25,9.10445732806103e-24,46.2244426266142
GFRA1,-1.36331710768176,1.21192256363471,-10.9182638630101,3.24074757566515e-25,9.16521979916278e-24,46.217377263175
PREX1,-1.2850971618678,4.4283266907895,-10.9167038427577,3.28666712568099e-25,9.28617387600126e-24,46.2034382061867
HHIP-AS1,-2.12137696277229,2.4144035599104,-10.9143738902611,3.35645638279413e-25,9.47881295108389e-24,46.1826220336963
GRTP1,1.19944807089293,3.68359712085943,10.9135099937507,3.38270527519576e-25,9.54836606846205e-24,46.1749045627353
FAM181A,-1.35358083039003,0.783135644285632,-10.9127489982861,3.40599651153205e-25,9.60950801324441e-24,46.1681066633938
PIK3R5,-1.20669923547822,2.74077245848194,-10.9118238760369,3.43452576551997e-25,9.6853626587663e-24,46.1598430425253
RAB11FIP1,-1.58970358285556,5.16499553305707,-10.9080763518326,3.55254281556238e-25,1.00085931387961e-23,46.1263729916781
FGD3,-1.1916107109614,3.14843736631423,-10.9054056618134,3.63909888884533e-25,1.02426556977443e-23,46.1025248866799
YDJC,1.10660571774948,5.10511636391402,10.902944863488,3.72070596655723e-25,1.04673493201408e-23,46.0805543233462
ZFPM2-AS1,1.91165332138864,1.87313123950045,10.9020744071877,3.75000603843334e-25,1.05447450330718e-23,46.0727834507799
PARPBP,1.22202951318649,2.08862748207539,10.896270808337,3.95130529626109e-25,1.11001921616318e-23,46.0209827901526
MIR559,1.72086217264868,2.53468075909278,10.893287328951,4.05893000894251e-25,1.13971041861388e-23,45.9943602736887
VGLL3,-1.5354758400956,2.59142382619312,-10.8913263080637,4.13125241018213e-25,1.15891363422806e-23,45.9768640104184
SIRPA,-1.42111915799808,5.07302443870872,-10.8907758112081,4.15178390664784e-25,1.16411912411994e-23,45.9719528295453
TCEAL7,-1.13881941020737,2.13125026910408,-10.8899238932281,4.18375732674795e-25,1.172526340104e-23,45.9643528749262
LST1,-1.56728956976836,4.41702314185618,-10.8897347974449,4.1908874134842e-25,1.17396636110234e-23,45.9626660042385
RILP,-1.07823308881277,4.34984673495474,-10.8871613383149,4.28913162397905e-25,1.20091610286973e-23,45.9397107552357
ARHGEF37,-1.34331261952937,2.47248051357802,-10.8827247679528,4.46390423019529e-25,1.24925730066121e-23,45.9001447039233
ZC3HAV1L,1.2160420899193,3.11518863884249,10.8819738414895,4.49417832719116e-25,1.25653644330167e-23,45.8934488409201
PPP1R14D,3.34767705136737,3.68758976656208,10.8807383794012,4.54443135188057e-25,1.26998432914716e-23,45.8824331125108
CREB3L4,1.17829520223331,4.5863623142553,10.8806677229223,4.54732215807253e-25,1.2701899211018e-23,45.881803143603
RNU1-106P,1.6229706577408,2.07671761352196,10.8790366949287,4.61456353842655e-25,1.2883616571662e-23,45.8672617237616
IRX1,-2.08985175116123,1.51559503148843,-10.8774283250737,4.6818381139852e-25,1.30590712144846e-23,45.8529236781604
S1PR5,-1.07061843167957,1.03398125920701,-10.8695065068851,5.02768002979444e-25,1.39972321963167e-23,45.7823232833576
LPCAT3,-1.01435994056348,3.82633792134688,-10.8666338651923,5.15926470770048e-25,1.43364801198704e-23,45.7567300190673
ARAP2,-1.18240169008933,3.02206038188595,-10.8662124107477,5.17885561786559e-25,1.43841372481509e-23,45.7529755138788
ZMYND15,-1.14073068893055,2.73709275234588,-10.8605341876429,5.45012220471193e-25,1.51304428874852e-23,45.7024004508036
IGHG4,3.25612304965598,8.21165159422822,10.8561266839418,5.67037457693921e-25,1.57196865858722e-23,45.6631551681557
AC011511.5,-1.35809623462845,1.38078137569917,-10.8522386189279,5.87199805660629e-25,1.62709836135525e-23,45.6285435475247
RASSF8,-1.51424462922455,3.28806697153737,-10.8500517030078,5.98851854648459e-25,1.65860576171386e-23,45.6090790782937
PPFIBP1,-1.16661671178894,3.68534154582278,-10.8482304249715,6.08730873387534e-25,1.6835936281424e-23,45.5928708597349
AC026401.3,1.12905831779229,4.28781623278544,10.8481356172851,6.09249542237199e-25,1.68423778238162e-23,45.5920271792892
ZFP36,-1.80157986795132,8.34360975882795,-10.8478047284684,6.11063194054272e-25,1.68845956545573e-23,45.5890826826826
AC099539.1,-1.22246593483352,0.854214034506337,-10.8476950504155,6.1166553903154e-25,1.68933193718092e-23,45.5881066979059
MTURN,-1.41012685567486,4.17010425260123,-10.8459050193928,6.21580076123284e-25,1.71591037595101e-23,45.5721787629374
SEMA3B,-2.10603840664541,3.97124334188001,-10.8407911973029,6.5079257319544e-25,1.79403239845617e-23,45.5266845834418
NIPSNAP1,1.00211497963893,6.1888411243797,10.8316148493245,7.0667288630268e-25,1.94534734109796e-23,45.4450834227713
GMNN,1.16175980378157,4.33483547576637,10.8302654546893,7.15282686864374e-25,1.96721096586153e-23,45.4330876023499
SCGB1A1,-5.49839118816808,6.51435971097793,-10.8294574302308,7.20488085287698e-25,1.97967956972897e-23,45.4259049028741
CCDC173,-1.40904090302408,1.37110575334422,-10.8284021748115,7.27342889263583e-25,1.99665278096959e-23,45.416525033792
COA6,1.04335049337739,5.6953041069574,10.8273782163258,7.34056325065138e-25,2.0141439332723e-23,45.4074239157901
ASNS,1.28922779689512,4.45865311298035,10.8237577734533,7.58290686258205e-25,2.07870402170633e-23,45.3752492359074
DUSP1,-1.90655344179179,8.61766903547663,-10.8221065145628,7.69606170529275e-25,2.10874237464688e-23,45.3605768840837
H2AX,1.18629011771627,6.13282626699611,10.819670318326,7.86607568750009e-25,2.15432513415372e-23,45.3389325561491
PPP1R35,1.11259123980861,5.34204626348352,10.8179904823787,7.98547420750971e-25,2.18600965556065e-23,45.3240099184564
RAB5IF,1.0625447225766,5.88198106104915,10.8163870837468,8.10111878712916e-25,2.21663760016629e-23,45.3097676931422
PIK3R1,-1.09186238981844,3.89632316241931,-10.8151475061052,8.19166198366394e-25,2.24037203709135e-23,45.2987580467669
NEIL3,1.72297206891748,1.87084484014942,10.806186929681,8.87676970162673e-25,2.42549398550986e-23,45.2191963940742
CENPE,1.38020171842815,1.96376528921648,10.803928014979,9.05828311838165e-25,2.47394388522325e-23,45.1991460142184
C11orf88,-1.80373537395199,1.13465427951173,-10.8019580873083,9.21958228731539e-25,2.5156654668972e-23,45.1816629186719
CNFN,1.80939068320687,3.11765503752373,10.799490664458,9.4256477547442e-25,2.57070257921848e-23,45.1597674528134
GRHL3,1.3662647549172,1.52933648715177,10.793863239474,9.91289656654557e-25,2.69984425988476e-23,45.1098427520176
PDE1C,-1.10141101762242,0.924060114333097,-10.7838467835955,1.08428759357745e-24,2.94768183534444e-23,45.0210214794677
PITX1,2.4491481437771,2.69592014438999,10.7778257208413,1.14430919291143e-24,3.10369513169876e-23,44.9676550881853
CCHCR1,1.03484419817034,4.08096174930594,10.7728426220732,1.19647148062779e-24,3.24219016667774e-23,44.9235030122419
PALD1,-1.24450766765362,3.57740911181706,-10.7698209844552,1.22924496692406e-24,3.32946874359239e-23,44.8967366182358
ANKRD22,2.09568986002469,4.29807681753244,10.76395521401,1.29543390030713e-24,3.50552264537655e-23,44.8447900537689
WFDC12,-1.68926605658068,0.89098636438032,-10.7613924523484,1.32545204566905e-24,3.58346296640563e-23,44.8221002801617
NCKAP1L,-1.44150385732327,3.8152548512451,-10.7596417775081,1.34635430462319e-24,3.63830490627608e-23,44.806602439274
TICRR,1.13825636344303,1.37306149973804,10.756792718693,1.38107306475921e-24,3.73041632863329e-23,44.7813846432223
APOA1,-1.23428682123512,0.686548910520564,-10.7555762230731,1.39616694739597e-24,3.7694588889429e-23,44.7706184240401
MTHFD2,1.35296833525027,5.40558662017675,10.7455251795299,1.52731367898018e-24,4.11599513542451e-23,44.6816948943938
SLC12A9-AS1,1.19918400079025,1.89401091649854,10.7368445202375,1.65038203338318e-24,4.44562231643227e-23,44.6049387140685
GATA5,-1.0008208811933,1.02647133063874,-10.7358075807578,1.66572656227596e-24,4.48285808801007e-23,44.595772566281
RASSF2,-1.36468636981161,4.24651855608733,-10.7347952254844,1.68084400358537e-24,4.5214780412284e-23,44.5868242864944
C11orf97,-1.89580909924006,1.12993117017931,-10.7337864554237,1.69604346883415e-24,4.56028330137532e-23,44.5779082402235
TCF4,-1.17819613163512,2.93967055660876,-10.7313639205694,1.73310453780805e-24,4.65780735291067e-23,44.5564988053694
RIMS4,-1.15058003789295,0.629100407652905,-10.7203710915196,1.911644853097e-24,5.13036424304245e-23,44.4593877397869
HCN3,1.15970987218481,2.36633738508589,10.7203257318389,1.91241817536467e-24,5.13036424304245e-23,44.4589871643141
TSPAN12,-1.42981113091376,5.2457303233975,-10.7174280148701,1.96246986357573e-24,5.25984760433954e-23,44.4333994394725
GNGT2,-1.0632056644045,2.39616052566748,-10.7116763724667,2.0657036282568e-24,5.52648390568312e-23,44.3826239737353
MMP12,3.04443677494269,4.21853007929321,10.7107107226543,2.08355692032384e-24,5.57171859210738e-23,44.3741009564784
